/home/spideykk/Documentos/Proyectos/SelfDriving/IMG/center_2019_03_09_21_21_36_527.jpg, /home/spideykk/Documentos/Proyectos/SelfDriving/IMG/left_2019_03_09_21_21_36_527.jpg, /home/spideykk/Documentos/Proyectos/SelfDriving/IMG/right_2019_03_09_21_21_36_527.jpg, 0, 0, 0, 6,061381
/home/spideykk/Documentos/Proyectos/SelfDriving/IMG/center_2019_03_09_21_21_36_913.jpg, /home/spideykk/Documentos/Proyectos/SelfDriving/IMG/left_2019_03_09_21_21_36_913.jpg, /home/spideykk/Documentos/Proyectos/SelfDriving/IMG/right_2019_03_09_21_21_36_913.jpg, 0, 0, 0, 5,857039
/home/spideykk/Documentos/Proyectos/SelfDriving/IMG/center_2019_03_09_21_21_37_027.jpg, /home/spideykk/Documentos/Proyectos/SelfDriving/IMG/left_2019_03_09_21_21_37_027.jpg, /home/spideykk/Documentos/Proyectos/SelfDriving/IMG/right_2019_03_09_21_21_37_027.jpg, 0, 0, 0, 5,786575
/home/spideykk/Documentos/Proyectos/SelfDriving/IMG/center_2019_03_09_21_21_37_136.jpg, /home/spideykk/Documentos/Proyectos/SelfDriving/IMG/left_2019_03_09_21_21_37_136.jpg, /home/spideykk/Documentos/Proyectos/SelfDriving/IMG/right_2019_03_09_21_21_37_136.jpg, 0, 0, 0, 5,728504
/home/spideykk/Documentos/Proyectos/SelfDriving/IMG/center_2019_03_09_21_21_37_252.jpg, /home/spideykk/Documentos/Proyectos/SelfDriving/IMG/left_2019_03_09_21_21_37_252.jpg, /home/spideykk/Documentos/Proyectos/SelfDriving/IMG/right_2019_03_09_21_21_37_252.jpg, 0, 0, 0, 5,659587
/home/spideykk/Documentos/Proyectos/SelfDriving/IMG/center_2019_03_09_21_21_37_360.jpg, /home/spideykk/Documentos/Proyectos/SelfDriving/IMG/left_2019_03_09_21_21_37_360.jpg, /home/spideykk/Documentos/Proyectos/SelfDriving/IMG/right_2019_03_09_21_21_37_360.jpg, 0, 0, 0, 5,602789
/home/spideykk/Documentos/Proyectos/SelfDriving/IMG/center_2019_03_09_21_21_37_475.jpg, /home/spideykk/Documentos/Proyectos/SelfDriving/IMG/left_2019_03_09_21_21_37_475.jpg, /home/spideykk/Documentos/Proyectos/SelfDriving/IMG/right_2019_03_09_21_21_37_475.jpg, 0, 0, 0, 5,535309
/home/spideykk/Documentos/Proyectos/SelfDriving/IMG/center_2019_03_09_21_21_37_587.jpg, /home/spideykk/Documentos/Proyectos/SelfDriving/IMG/left_2019_03_09_21_21_37_587.jpg, /home/spideykk/Documentos/Proyectos/SelfDriving/IMG/right_2019_03_09_21_21_37_587.jpg, 0, 0, 0, 5,468718
/home/spideykk/Documentos/Proyectos/SelfDriving/IMG/center_2019_03_09_21_21_37_701.jpg, /home/spideykk/Documentos/Proyectos/SelfDriving/IMG/left_2019_03_09_21_21_37_701.jpg, /home/spideykk/Documentos/Proyectos/SelfDriving/IMG/right_2019_03_09_21_21_37_701.jpg, 0, 0, 0, 5,413839
/home/spideykk/Documentos/Proyectos/SelfDriving/IMG/center_2019_03_09_21_21_37_813.jpg, /home/spideykk/Documentos/Proyectos/SelfDriving/IMG/left_2019_03_09_21_21_37_813.jpg, /home/spideykk/Documentos/Proyectos/SelfDriving/IMG/right_2019_03_09_21_21_37_813.jpg, 0, 0,4654526, 0, 5,484954
/home/spideykk/Documentos/Proyectos/SelfDriving/IMG/center_2019_03_09_21_21_37_927.jpg, /home/spideykk/Documentos/Proyectos/SelfDriving/IMG/left_2019_03_09_21_21_37_927.jpg, /home/spideykk/Documentos/Proyectos/SelfDriving/IMG/right_2019_03_09_21_21_37_927.jpg, 0, 0,9999623, 0, 6,838242
/home/spideykk/Documentos/Proyectos/SelfDriving/IMG/center_2019_03_09_21_21_38_041.jpg, /home/spideykk/Documentos/Proyectos/SelfDriving/IMG/left_2019_03_09_21_21_38_041.jpg, /home/spideykk/Documentos/Proyectos/SelfDriving/IMG/right_2019_03_09_21_21_38_041.jpg, 0, 0,9999623, 0, 7,976449
/home/spideykk/Documentos/Proyectos/SelfDriving/IMG/center_2019_03_09_21_21_38_155.jpg, /home/spideykk/Documentos/Proyectos/SelfDriving/IMG/left_2019_03_09_21_21_38_155.jpg, /home/spideykk/Documentos/Proyectos/SelfDriving/IMG/right_2019_03_09_21_21_38_155.jpg, 0, 0,9999623, 0, 9,327452
/home/spideykk/Documentos/Proyectos/SelfDriving/IMG/center_2019_03_09_21_21_38_269.jpg, /home/spideykk/Documentos/Proyectos/SelfDriving/IMG/left_2019_03_09_21_21_38_269.jpg, /home/spideykk/Documentos/Proyectos/SelfDriving/IMG/right_2019_03_09_21_21_38_269.jpg, 0, 0,9999623, 0, 10,66248
/home/spideykk/Documentos/Proyectos/SelfDriving/IMG/center_2019_03_09_21_21_38_382.jpg, /home/spideykk/Documentos/Proyectos/SelfDriving/IMG/left_2019_03_09_21_21_38_382.jpg, /home/spideykk/Documentos/Proyectos/SelfDriving/IMG/right_2019_03_09_21_21_38_382.jpg, 0, 0,9999623, 0, 11,59922
/home/spideykk/Documentos/Proyectos/SelfDriving/IMG/center_2019_03_09_21_21_38_494.jpg, /home/spideykk/Documentos/Proyectos/SelfDriving/IMG/left_2019_03_09_21_21_38_494.jpg, /home/spideykk/Documentos/Proyectos/SelfDriving/IMG/right_2019_03_09_21_21_38_494.jpg, 0, 0,9999623, 0, 13,09335
/home/spideykk/Documentos/Proyectos/SelfDriving/IMG/center_2019_03_09_21_21_38_606.jpg, /home/spideykk/Documentos/Proyectos/SelfDriving/IMG/left_2019_03_09_21_21_38_606.jpg, /home/spideykk/Documentos/Proyectos/SelfDriving/IMG/right_2019_03_09_21_21_38_606.jpg, -0,03274348, 0,9999623, 0, 14,27859
/home/spideykk/Documentos/Proyectos/SelfDriving/IMG/center_2019_03_09_21_21_38_717.jpg, /home/spideykk/Documentos/Proyectos/SelfDriving/IMG/left_2019_03_09_21_21_38_717.jpg, /home/spideykk/Documentos/Proyectos/SelfDriving/IMG/right_2019_03_09_21_21_38_717.jpg, -0,08364379, 0,9999623, 0, 15,43837
/home/spideykk/Documentos/Proyectos/SelfDriving/IMG/center_2019_03_09_21_21_38_829.jpg, /home/spideykk/Documentos/Proyectos/SelfDriving/IMG/left_2019_03_09_21_21_38_829.jpg, /home/spideykk/Documentos/Proyectos/SelfDriving/IMG/right_2019_03_09_21_21_38_829.jpg, -0,09637828, 0,9999623, 0, 16,7012
